7,applecross dressers
9,beachside bellends
0,chick park
2,como cunstables
10,coolbinia cruisers
12,dianella dirty street pies
6,fremantle cappuccino strippers
4,freopian tubes
11,freovaries
3,jolimont flying vs
5,joondnanna jerryhatricks
1,nedlands yung puccboiz
8,perth on heat
