4,applecross dressers
0,ardross a-rerollers
12,bayswatermelon breezers
10,beachside belle ends
9,chick park
1,como cunstables
2,coolbinia cruisers
8,dianella dirty street pies
11,dirty herdy birdies
7,fremantle cappuccino strippers
15,freopian tubes
3,freopian tubes
14,freovaries
13,jolimont flying vs
5,joondnanna jerryhatricks
6,perth on heat
